Category,PurchaseAmount
Electronics,9253
Food,6090
Food,16018
Clothing,1543
Beauty,3065
Electronics,3770
Food,7027
Clothing,14351
Electronics,20252
Home,6162
Food,4197
Electronics,6062
Health,15996
Food,14054
Clothing,7048
Health,14045
Clothing,21424
Food,11361
Clothing,9364
Electronics,9424
Electronics,18572
Food,10372
Clothing,2039
Electronics,9843
Electronics,9277
Electronics,11013
Electronics,14752
Health,10444
Health,4456
Food,9955
Books,17443
Electronics,12020
Food,17501
Books,9520
Clothing,8833
Clothing,3935
Health,11607
Health,17589
Food,19292
Food,13314
Electronics,8238
Electronics,17044
Books,15306
Food,13925
Food,5333
Food,23476
Clothing,5326
Clothing,16441
Health,11056
Electronics,9074
Electronics,5779
Books,15169
Electronics,9979
Electronics,14209
Electronics,5801
Books,10212
Food,12844
Food,7072
Books,9620
Food,12533
Food,18166
Food,5544
Health,4369
Electronics,1981
Electronics,12280
Food,6704
Electronics,20223
Clothing,5628
Food,11881
Food,8754
Electronics,11706
Beauty,17444
Books,3135
Electronics,10354
Health,10611
Books,2081
Health,12011
Beauty,15449
Electronics,5195
Food,5520
Clothing,2664
Clothing,11067
Books,9729
Health,12792
Clothing,10184
Clothing,11975
Clothing,11692
Clothing,11056
Food,18087
Clothing,16244
Clothing,26204
Clothing,7938
Electronics,4881
Books,7317
Books,2350
Food,1740
Electronics,6804
Electronics,12440
Electronics,13787
Clothing,8072
Food,16948
Electronics,2372
Electronics,7012
Beauty,17576
Electronics,11167
Books,16322
Clothing,14398
Books,14066
Clothing,7734
Electronics,6231
Food,11739
Clothing,17781
Beauty,7201
Electronics,19016
Food,12622
Electronics,2386
Books,13814
Electronics,11163
Clothing,13614
Beauty,10767
Electronics,7569
Home,9324
Health,2468
Clothing,3182
Beauty,11264
Electronics,6851
Clothing,10054
Food,18663
Clothing,14859
Books,4981
Books,13874
Food,12147
Electronics,13192
Health,6079
Health,2320
Health,14032
Clothing,2047
Food,5675
Books,11631
Electronics,16582
Clothing,5173
Beauty,6031
Home,9397
Electronics,13745
Beauty,6537
Health,17361
Food,16924
Electronics,20377
Books,4806
Health,7555
Clothing,13801
Electronics,13430
Electronics,15291
Food,13151
Food,14299
Electronics,13340
Electronics,2859
Electronics,11126
Clothing,3450
Electronics,12024
Health,13599
Beauty,7982
Clothing,7908
Food,4041
Beauty,4302
Books,13732
Electronics,14621
Electronics,5700
Electronics,2761
Beauty,9824
Electronics,4419
Electronics,13262
Electronics,5799
Electronics,2774
Health,14802
Clothing,15387
Books,6966
Food,9096
Home,9629
Books,15365
Electronics,6873
Food,11731
Health,13157
Food,13330
Clothing,3548
Clothing,15271
Beauty,12943
Clothing,2781
Books,15148
Health,6018
Health,4459
Electronics,7795
Clothing,6740
Clothing,5489
Clothing,17619
Books,14876
Home,10538
Food,8892
Clothing,3734
Electronics,4448
Food,3571
Books,2241
Beauty,12219
Clothing,8329
Home,7999
Electronics,19118
Food,4478
Electronics,6618
Beauty,7837
Clothing,7923
Books,15812
Electronics,2242
Health,3001
Food,15216
Electronics,7879
Electronics,13297
Books,6272
Clothing,17320
Books,11509
Electronics,18876
Books,11141
Books,5749
Food,4985
Beauty,9601
Books,8707
Electronics,4713
Beauty,2257
Clothing,5244
Home,19270
Books,5787
Food,4683
Food,14616
Electronics,9637
Electronics,8550
Electronics,17691
Books,4940
Clothing,6581
Food,14070
Books,12533
Books,5278
Health,6350
Books,16371
Food,8134
Books,5780
Clothing,15102
Food,5588
Clothing,14931
Books,13697
Electronics,13155
Health,11011
Food,7454
Electronics,10184
Electronics,6410
Food,1937
Electronics,13086
Food,10493
Electronics,5019
Electronics,8365
Food,19251
Books,2736
Electronics,11102
Electronics,13073
Beauty,10237
Electronics,9928
Electronics,13752
Clothing,3139
Food,20117
Clothing,11876
Food,9278
Electronics,5499
Food,9413
Clothing,11040
Clothing,15914
Health,11099
Electronics,15495
Health,6515
Electronics,3611
Electronics,16167
Electronics,9043
Electronics,13772
Books,2911
Electronics,5219
Health,8165
Electronics,6137
Home,11643
Food,3551
Electronics,2731
Electronics,6919
Electronics,3176
Electronics,6649
Food,16604
Health,10585
Health,5056
Clothing,2004
Books,3978
Health,7151
Home,7110
Electronics,6582
Electronics,3423
Electronics,14659
Beauty,2778
Electronics,11016
Home,7901
Electronics,13644
Food,12550
Electronics,3365
Food,8553
Electronics,5678
Electronics,6965
Electronics,9088
Books,4903
Electronics,16771
Clothing,4507
Food,9929
Health,2190
Health,12565
Health,11785
Electronics,17825
Electronics,3138
Health,5652
Electronics,11415
Electronics,12897
Beauty,8480
Home,7420
Electronics,11920
Beauty,16870
Electronics,3799
Electronics,6291
Books,15989
Clothing,15320
Health,21277
Food,9740
Food,13041
Food,10909
Clothing,8462
Food,5246
Electronics,4292
Books,1343
Books,5168
Books,8203
Health,4758
Food,19331
Food,8573
Health,4128
Food,8535
Home,2900
Books,7922
Food,7746
Electronics,1898
Electronics,1385
Electronics,16770
Clothing,10573
Health,2114
Food,4862
Clothing,14421
Electronics,12303
Health,2123
Books,7658
Food,9280
Electronics,20846
Food,9179
Health,17036
Home,9310
Electronics,12397
Electronics,12014
Electronics,13896
Clothing,10389
Clothing,6841
Electronics,11167
Books,5977
Food,8596
Books,15176
Food,15835
Books,13227
Food,1818
Home,14993
Health,8698
Home,14773
Clothing,12947
Health,17546
Clothing,4231
Food,16088
Food,7222
Electronics,1848
Home,7461
Beauty,15267
Books,6616
Food,7369
Electronics,18665
Health,13749
Electronics,10828
Electronics,2891
Home,7147
Food,4325
Clothing,11336
Home,8785
Beauty,11998
Books,15714
Health,5998
Clothing,14818
Health,7726
Electronics,15964
Electronics,4206
Books,5678
Books,9120
Food,5528
Health,11093
Electronics,13599
Books,10694
Food,3385
Home,2524
Electronics,6594
Food,12639
Electronics,13891
Food,10642
Electronics,7692
Health,4245
Electronics,6325
Clothing,4636
Clothing,4244
Electronics,7813
Clothing,15278
Electronics,8852
Electronics,11979
Beauty,12895
Food,18188
Clothing,17690
Clothing,16423
Electronics,8897
Beauty,3674
Electronics,2586
Clothing,16554
Clothing,5212
Home,2279
Books,18322
Electronics,9078
Electronics,3259
Food,6807
Books,14830
Books,5427
Clothing,9193
Electronics,6148
Food,6599
Beauty,19713
Food,12137
Books,7313
Clothing,6545
Clothing,10213
Food,8991
Clothing,15306
Food,12953
Clothing,3421
Electronics,2761
Clothing,2407
Electronics,11646
Books,4998
Electronics,12976
Clothing,10764
Electronics,13398
Electronics,6504
Electronics,5528
Home,4967
Food,5863
Electronics,2072
Food,10401
Food,11068
Books,4395
Electronics,3572
Books,11949
Electronics,9661
Clothing,20238
Electronics,11934
Food,3748
Books,15869
Clothing,14010
Beauty,2704
Electronics,10061
Books,8336
Health,5275
Food,6533
Clothing,14532
Beauty,13734
Health,13729
Clothing,6364
Books,4418
Books,9267
Electronics,6759
Electronics,5227
Electronics,2741
Health,16303
Books,13420
Books,4662
Electronics,6251
Books,5142
Clothing,4294
Electronics,11889
Electronics,15449
Electronics,7921
Books,3205
Beauty,9732
Food,4637
Electronics,10417
Electronics,12909
Electronics,14135
Electronics,7216
Clothing,1901
Food,7795
Electronics,5026
Clothing,13810
Health,1734
Electronics,5809
Clothing,17968
Electronics,6664
Beauty,14286
Electronics,2277
Health,2896
Beauty,7481
Health,15343
Health,6364
Books,3932
Electronics,8599
Clothing,12633
Clothing,3710
Books,18973
Home,1811
Food,22672
Clothing,5040
Clothing,9706
Electronics,10544
Beauty,9815
Electronics,11133
Books,9974
Books,9578
Clothing,2962
Electronics,11241
Food,6060
Health,10946
Health,8415
Electronics,16015
Books,6973
Clothing,13131
Books,14343
Beauty,7569
Food,11425
Electronics,15679
Clothing,1486
Electronics,5108
Beauty,1885
Health,2271
Electronics,14337
Clothing,9955
Electronics,12693
Books,7118
Clothing,9283
Books,11466
Clothing,9741
Electronics,2794
Food,13302
Electronics,9581
Food,17690
Books,4834
Food,9732
Electronics,9941
Food,18780
Clothing,10482
Books,6474
Food,16058
Electronics,15711
Clothing,7408
Electronics,13011
Clothing,12087
Clothing,4164
Health,11566
Books,10896
Health,4110
Food,13531
Books,15194
Clothing,16439
Books,16123
Clothing,4380
Electronics,6181
Clothing,3176
Home,2066
Electronics,8220
Clothing,17406
Books,9792
Electronics,12677
Home,15028
Electronics,2434
Clothing,13332
Electronics,5353
Home,7720
Home,12477
Books,8283
Food,6232
Electronics,4494
Food,10248
Electronics,13120
Food,6232
Electronics,2124
Food,8527
Electronics,2455
Food,14973
Books,4917
Electronics,8037
Food,14198
Books,15582
Electronics,14282
Electronics,7271
Clothing,6045
Food,4671
Health,6685
Health,10848
Electronics,7185
Beauty,10240
Books,8686
Electronics,18978
Health,2337
Books,11898
Clothing,3701
Food,9301
Electronics,14721
Books,5931
Electronics,14409
Electronics,16831
Books,13706
Food,14585
Beauty,13849
Food,8551
Books,9006
Beauty,2729
Electronics,5120
Electronics,7508
Books,3710
Health,10770
Beauty,19411
Electronics,13497
Food,13009
Health,14277
Home,3873
Books,3228
Health,12566
Electronics,11038
Clothing,8171
Books,19545
Clothing,11558
Food,13602
Books,8499
Electronics,8925
Books,21817
Electronics,11871
Books,13465
Health,13431
Clothing,18845
Clothing,8257
Food,13060
Electronics,10065
Clothing,8117
Electronics,6719
Electronics,18141
Food,15825
Food,4265
Books,7950
Electronics,8005
Electronics,13383
Electronics,3663
Electronics,8046
Beauty,14904
Books,16088
Electronics,7422
Books,11069
Food,16562
Food,14502
Electronics,11830
Electronics,10427
Electronics,10756
Clothing,8749
Clothing,20374
Books,11588
Clothing,13485
Electronics,13187
Beauty,3768
Electronics,4727
Food,15509
Food,4879
Electronics,12923
Food,5454
Food,13431
Clothing,19351
Electronics,12002
Clothing,19224
Beauty,10839
Food,2912
Books,2537
Food,18422
Clothing,20157
Health,14758
Food,14299
Clothing,11322
Health,11925
Home,16500
Clothing,2348
Clothing,3648
Food,13982
Books,11862
Clothing,19880
Books,16846
Books,2832
Books,6415
Clothing,15642
Electronics,12874
Books,14487
Home,9660
Food,14454
Electronics,14223
Food,15829
Electronics,12335
Electronics,6437
Health,12880
Books,13761
Electronics,14728
Health,7975
Food,2440
Food,14284
Food,10719
Electronics,8870
Books,8565
Books,19343
Electronics,8807
Electronics,7806
Clothing,10532
Food,21147
Clothing,12452
Clothing,1960
Electronics,10096
Clothing,17246
Electronics,13983
Clothing,10592
Electronics,7684
Electronics,6185
Books,11080
Clothing,18841
Health,17432
Food,13763
Electronics,3687
Health,15199
Clothing,12745
Health,6099
Electronics,12823
Books,5460
Electronics,12315
Food,10634
Electronics,3354
Electronics,16218
Electronics,7478
Clothing,16233
Books,9730
Books,16566
Clothing,9981
Books,8674
Clothing,9551
Health,16839
Food,13711
Food,1908
Electronics,19226
Electronics,6737
Clothing,6141
Electronics,5643
Beauty,6146
Electronics,12358
Books,3302
Electronics,15171
Electronics,12018
Electronics,9199
Health,13934
Clothing,14501
Food,12273
Health,6949
Clothing,7663
Clothing,7315
Health,16974
Electronics,4480
Electronics,5475
Beauty,13795
Food,4333
Clothing,22518
Health,15493
Food,7276
Clothing,7298
Health,8982
Clothing,16497
Food,3059
Health,9684
Electronics,9661
Clothing,11194
Clothing,10705
Health,5778
Food,13361
Clothing,6318
Health,2844
Health,17659
Books,11972
Electronics,14953
Clothing,4021
Books,8205
Health,4117
Health,9526
Food,2585
Electronics,16187
Electronics,15475
Clothing,14295
Electronics,11775
Clothing,4980
Electronics,8711
Electronics,11278
Health,10899
Books,6544
Electronics,3216
Electronics,2750
Beauty,13925
Books,4653
Beauty,6746
Health,12516
Electronics,5967
Clothing,16149
Food,8312
Clothing,13151
Books,13516
Electronics,4854
Electronics,9035
Electronics,12099
Home,6137
Electronics,6193
Clothing,10892
Beauty,10235
Books,14133
Health,14691
Clothing,2770
Home,14603
Books,7721
Home,3279
Books,14838
Food,8195
Electronics,14219
Books,2174
Electronics,13118
Clothing,16229
Books,6831
Books,3677
Beauty,4608
Electronics,10132
Books,5993
Food,6831
Home,15166
Beauty,13566
Health,9473
Health,4558
Electronics,7546
Electronics,3301
Clothing,15851
Books,11927
Clothing,6200
Clothing,10726
Home,5846
Electronics,11270
Health,10232
Clothing,7092
Health,2287
Electronics,10696
Electronics,11770
Food,3016
Books,13015
Health,18896
Health,15316
Health,12300
Health,11484
Home,12290
Electronics,5721
Food,19443
Clothing,10927
Food,5657
Clothing,16276
Clothing,9743
Beauty,5398
Electronics,2172
Clothing,11232
Clothing,4716
Electronics,3020
Books,1746
Electronics,2725
Electronics,5174
Health,6550
Books,8232
Electronics,8572
Electronics,15364
Clothing,11864
Books,2955
Books,4357
Electronics,13081
Health,5207
Electronics,10001
Health,10460
Food,13262
Clothing,12577
Clothing,7433
Health,17645
Electronics,5036
Electronics,5883
Books,18708
Electronics,12702
Electronics,8413
Clothing,12463
Health,11744
Health,11649
Health,18858
Electronics,5332
Electronics,14075
Electronics,11206
Electronics,10956
Electronics,5983
Electronics,3757
Books,15313
Books,11365
Books,10028
Clothing,17220
Electronics,6586
Home,7644
Electronics,11646
Health,5887
Clothing,3298
Home,13086
Beauty,13483
Food,11881
Electronics,4214
Electronics,4999
Electronics,5830
Health,8589
Clothing,5962
Books,15132
Clothing,15522
Home,17245
Books,5354
Food,13772
Clothing,2028
Clothing,13230
Books,4471
Electronics,8048
Health,14147
Books,12970
Home,3866
Books,2641
Health,10430
Electronics,14420
Electronics,7180
Electronics,3681
Electronics,17257
Food,7433
Books,4756
Books,16545
Electronics,18842
Electronics,7551
Food,8725
Beauty,12532
Electronics,8196
Electronics,3104
Electronics,7469
Electronics,8066
Food,3663
Books,5560
Health,6002
Electronics,2050
Home,9923
Electronics,3805
Clothing,6151
Books,4147
Electronics,8425
Health,10062
Electronics,7999
Clothing,14961
Electronics,15748
Clothing,19086
Beauty,1985
Health,15096
Electronics,6003
Health,18168
Beauty,4698
Clothing,1894
Clothing,12811
Clothing,10743
Books,12551
Clothing,14106
Health,15458
Food,12253
Clothing,15205
Books,18272
Electronics,7327
Food,6937
Electronics,14553
Beauty,3811
Food,11237
Electronics,11947
Clothing,3621
Clothing,8257
Electronics,12714
Health,10845
Health,12515
Books,7607
Beauty,9632
Food,7747
Electronics,15036
Home,3593
Clothing,15538
Health,13293
Clothing,11724
Books,7908
Home,12142
Food,8387
Electronics,24313
Clothing,14821
Books,5912
Home,17072
Electronics,3345
Electronics,4372
Clothing,8588
Electronics,13736
Books,8735
Books,12539
Books,8460
Food,17433
Electronics,9526
Clothing,6725
Beauty,4409
Health,1819
Electronics,6881
Clothing,14558
Electronics,4632
Food,8386
Home,4699
Food,12837
Food,11040
Clothing,13464
Clothing,15081
Electronics,11158
Books,9177
Food,4610
Electronics,16265
Electronics,2025
Electronics,4819
Electronics,11333
Beauty,5768
Beauty,8584
Health,2491
Electronics,8770
Electronics,14768
Electronics,17896
Books,12238
Books,4188
Electronics,10010
Books,3034
Health,13673
Clothing,13630
Books,3533
Books,2754
Clothing,4855
Books,6855
Beauty,13428
Beauty,12782
Electronics,12304
Clothing,7519
Electronics,9859
Food,2548
Electronics,2364
Electronics,17333
Health,12601
Electronics,13566
Books,3023
Electronics,7597
Home,2688
Electronics,3217
Health,11178
Beauty,11613
Electronics,14115
Clothing,13659
Electronics,18232
Books,11112
Electronics,10178
Electronics,2999
Food,12905
Books,12405
Electronics,8267
Clothing,3178
Electronics,11548
Home,5414
Clothing,16593
Clothing,2835
Clothing,1973
Health,11959
Home,4931
Food,5292
Health,3650
Books,2429
Food,11184
Beauty,5154
Clothing,3101
Electronics,2007
Books,16393
Clothing,2926
Clothing,13671
Electronics,9710
Clothing,6209
Food,4798
Electronics,12167
Food,4733
Health,4072
Clothing,14084
Books,10743
Books,3610
Food,13305
Clothing,11032
Electronics,7874
Clothing,2388
Electronics,2570
Books,15281
Electronics,14195
Electronics,9383
Beauty,12569
Health,7097
Clothing,17460
Clothing,14555
Home,12323
Clothing,3022
Electronics,9513
Electronics,16997
Health,3675
Books,4964
Clothing,16513
Food,19029
Beauty,17324
Books,5161
Health,9909
Health,9428
Health,2983
Food,19213
Books,5697
Electronics,3662
Electronics,2566
Clothing,16359
Clothing,7902
Food,6297
Food,5204
Electronics,11470
Food,5695
Food,14545
Food,2452
Food,2763
Books,13676
Clothing,4974
Electronics,12919
Books,1950
Electronics,13438
Electronics,4044
Health,4645
Clothing,4238
Clothing,2413
Food,9516
Electronics,4735
Beauty,14861
Books,13582
Electronics,19564
Food,7510
Electronics,6406
Food,5377
Electronics,6105
Electronics,7668
Books,8030
Books,7149
Books,5809
Books,8924
Clothing,10117
Health,9606
Electronics,11005
Electronics,20763
Beauty,13694
Books,5405
Books,8678
Electronics,2796
Food,10348
Food,13240
Books,9713
Clothing,19278
Electronics,15098
Health,9350
Food,6699
Clothing,14708
Home,5618
Food,7194
Clothing,12891
Books,7134
Clothing,7632
Books,15593
Health,2252
Clothing,7609
Clothing,9115
Food,10735
Home,15420
Clothing,5501
Clothing,8874
Food,11349
Beauty,9767
Food,10608
Food,6588
Food,15679
Books,9337
Electronics,2773
Health,11885
Clothing,5908
Clothing,11924
Electronics,11345
Electronics,7689
Clothing,12689
Electronics,8045
Electronics,8906
Beauty,5965
Electronics,5331
Food,14243
Health,6437
Electronics,12580
Food,8995
Electronics,7301
Electronics,15032
Food,9290
Electronics,7647
Home,13520
Books,8349
Electronics,16506
Clothing,12147
Electronics,6631
Books,16849
Home,13808
Electronics,8127
Food,2781
Food,17221
Clothing,6973
Books,2633
Books,4602
Electronics,14408
Health,12425
Clothing,12530
Food,6838
Electronics,8126
Clothing,8791
Food,8684
Clothing,3620
Clothing,2191
Beauty,2692
Clothing,8668
Clothing,15929
Electronics,6191
Clothing,6063
Clothing,15606
Books,11744
Clothing,2392
Electronics,12186
Books,10670
Clothing,5006
Clothing,6660
Food,2998
Electronics,11136
Books,12754
Clothing,13444
Books,7200
Food,14657
Clothing,16360
Food,4926
Clothing,1905
Electronics,5021
Electronics,12176
Electronics,17122
Electronics,9337
Food,9962
Clothing,13476
Food,18631
Home,6083
Electronics,10794
Electronics,7624
Electronics,17656
Food,8469
Books,7997
Clothing,11271
Food,1421
Health,5184
Clothing,5248
Home,10409
Health,4031
Beauty,14966
Home,4165
Clothing,9538
Electronics,2490
Health,15253
Health,11595
Electronics,2559
Food,14753
Clothing,1953
Health,2150
Books,6952
Books,3631
Health,3973
Books,16831
Electronics,12271
Books,10451
Books,6455
Electronics,17584
Health,15567
Electronics,10640
Electronics,13446
Electronics,15918
Books,2002
Clothing,3112
Clothing,7979
Electronics,17931
Books,3952
Health,16483
Health,10681
Health,5305
Food,14326
Clothing,3531
Books,11879
Books,14696
Clothing,18674
Electronics,8097
Health,7699
Home,12391
Books,9157
Electronics,11029
Electronics,15175
Home,5291
Food,11085
Electronics,11650
Electronics,10115
Beauty,17065
Clothing,3683
Food,4373
Clothing,8150
Beauty,13706
Food,8581
Electronics,6438
Food,13970
Clothing,18374
Home,3548
Food,16726
Food,13804
Clothing,14163
Books,16939
Food,5400
Clothing,3943
Electronics,4006
Clothing,2542
Electronics,15801
Food,14332
Health,6043
Electronics,5677
Electronics,8922
Home,5709
Electronics,14546
Books,14244
Electronics,7348
Food,4607
Food,10647
Books,4247
Books,9369
Electronics,10288
Electronics,13770
Health,4345
Electronics,7124
Food,8302
Health,4945
Clothing,15717
Electronics,11826
Electronics,10499
Food,22321
Clothing,13551
Health,16645
Electronics,2025
Electronics,8057
Food,3704
Electronics,8312
Books,10260
Electronics,6847
Electronics,18006
Clothing,16308
Food,14599
Food,3383
Health,6224
Books,6346
Electronics,16843
Clothing,15004
Books,10398
Electronics,15837
Clothing,20217
Clothing,10980
Electronics,7019
Books,6887
Food,7651
Electronics,9247
Electronics,12621
Books,8171
Electronics,11717
Electronics,6550
Health,16928
Clothing,16400
Books,2742
Clothing,5850
Electronics,2816
Beauty,10708
Home,2802
Home,13054
Electronics,6954
Food,10504
Books,2014
Electronics,10702
Electronics,7452
Books,5825
Health,2173
Books,16517
Books,8151
Food,11526
Beauty,13698
Books,9756
Home,2216
Electronics,18498
Books,10222
Clothing,2004
Electronics,8050
Beauty,3068
Electronics,3111
Electronics,17216
Clothing,5561
Home,15643
Food,8153
Clothing,5817
Electronics,9113
Electronics,5450
Books,9655
Health,1965
Health,14128
Electronics,7202
Books,9346
Clothing,9874
Food,9799
Books,8933
Electronics,16460
Electronics,7783
Electronics,12183
Books,7892
Electronics,5615
Food,19291
Books,4887
Electronics,11595
Clothing,8839
Health,6608
Electronics,5604
Books,3157
Electronics,8196
Electronics,7213
Books,3337
Electronics,8033
Food,1625
Books,15844
Clothing,15254
Food,6327
Clothing,11609
Electronics,1866
Electronics,7151
Food,7580
Electronics,8585
Food,15660
Books,9198
Food,10149
Electronics,8007
Health,5906
Health,2961
Electronics,8312
Electronics,2679
Books,13017
Food,10814
Books,15727
Electronics,5891
Clothing,16420
Electronics,4813
Books,9973
Electronics,16699
Electronics,8991
Books,3857
Electronics,7945
Food,2142
Health,10490
Home,10614
Clothing,15591
Books,9793
Electronics,5913
Electronics,11901
Books,3047
Health,9585
Clothing,11057
Health,9594
Electronics,12794
Food,17517
Clothing,10238
Electronics,2565
Electronics,14782
Books,1672
Food,2400
Electronics,12177
Electronics,4949
Books,8223
Food,13744
Clothing,2554
Electronics,4738
Electronics,12621
Electronics,14643
Electronics,3729
Books,15552
Health,12447
Books,8425
Beauty,3525
Food,3765
Electronics,13417
Health,17843
Food,9819
Food,5714
Beauty,4686
Electronics,11226
Electronics,16548
Clothing,4958
Home,7947
Electronics,5945
Electronics,12941
Home,10077
Clothing,7695
Electronics,13320
Books,9166
Clothing,5239
Clothing,2669
Electronics,4947
Electronics,2094
Clothing,9211
Clothing,11107
Health,9648
Electronics,6971
Clothing,5905
Health,14467
Clothing,12704
Electronics,11892
Books,7047
Electronics,16969
Electronics,11044
Electronics,3721
Clothing,12480
Electronics,13712
Books,5381
Home,17579
Health,1932
Books,9917
Clothing,2818
Books,2548
Health,12145
Books,2159
Electronics,6532
Clothing,14687
Food,5880
Books,16192
Clothing,11140
Clothing,15246
Electronics,3593
Clothing,3313
Electronics,9773
Food,3878
Food,10677
Books,13018
Health,8193
Clothing,14409
Books,12310
Books,4042
Electronics,12677
Clothing,6637
Clothing,15028
Electronics,6106
Health,4456
Electronics,6921
Electronics,7466
Food,9338
Home,1805
Books,5024
Electronics,12636
Health,20871
Books,16029
Electronics,11388
Clothing,11485
Electronics,5117
Electronics,4885
Clothing,12061
Books,12564
Food,3543
Food,14110
Beauty,9759
Clothing,9963
Beauty,16372
Electronics,8807
Clothing,10937
Electronics,14630
Health,13002
Health,3548
Electronics,13350
Electronics,9165
Electronics,14743
Electronics,7745
Electronics,10651
Food,16552
Electronics,2941
Electronics,5506
Home,16788
Books,3191
Electronics,12223
Books,10242
Books,12300
Clothing,14648
Food,11646
Electronics,15190
Clothing,4188
Electronics,16975
Health,12721
Home,11383
Electronics,4921
Clothing,8932
Beauty,3465
Books,16790
Food,4901
Books,2417
Books,12554
Health,6477
Clothing,18229
Clothing,17032
Electronics,13982
Books,14873
Electronics,5895
Food,2910
Health,2101
Clothing,7197
Electronics,9105
Electronics,17577
Electronics,12079
Electronics,1991
Electronics,4578
Clothing,18291
Health,16688
Electronics,11192
Food,14308
Clothing,14621
Books,7558
Food,13268
Clothing,16661
Books,7417
Electronics,1984
Food,4327
Food,8076
Books,3761
Clothing,5255
Electronics,5131
Health,9150
Electronics,5473
Electronics,6620
Books,13225
Food,12536
Health,2947
Health,11215
Home,12516
Electronics,4993
Books,14000
Health,20407
Books,5846
Electronics,14014
Beauty,3979
Food,6522
Food,9301
Books,16410
Health,8854
Electronics,6901
Clothing,12410
Home,6961
Books,11580
Food,13241
Books,8044
Food,17197
Clothing,6651
Clothing,8234
Electronics,19326
Food,6182
Beauty,6507
Clothing,13265
Books,16598
Food,12745
Clothing,6811
Health,13847
Home,10771
Electronics,4362
Food,13879
Clothing,16923
Food,9056
Electronics,8912
Books,3313
Electronics,3132
Clothing,7916
Electronics,12983
Health,6829
Clothing,8754
Clothing,5875
Electronics,14399
Clothing,2174
Electronics,13152
Beauty,12028
Clothing,7272
Food,6365
Clothing,17444
Food,2730
Electronics,4804
Books,14162
Books,2770
Electronics,13869
Electronics,15269
Food,3480
Books,17812
Electronics,12029
Electronics,8933
Electronics,1972
Health,13942
Electronics,16766
Clothing,12336
Books,7235
Electronics,8584
Food,14810
Health,10056
Electronics,7024
Books,4176
Books,1816
Books,5638
Health,15137
Clothing,5435
Books,1852
Electronics,14120
Food,12797
Clothing,8666
Home,3450
Books,15491
Electronics,16763
Food,9508
Electronics,11862
Home,10760
Home,5066
Books,6121
Electronics,3765
Books,12672
Electronics,11276
Electronics,2466
Clothing,12395
Electronics,16942
Health,17776
Electronics,20399
Electronics,9460
Electronics,6811
Electronics,2113
Clothing,5697
Food,2382
Books,8295
Food,13032
Electronics,2824
Food,11233
Food,13920
Electronics,19685
Electronics,8396
Beauty,21640
Electronics,13878
Beauty,2380
Food,7147
Books,13296
Clothing,11957
Electronics,9257
Books,7974
Electronics,7367
Beauty,12905
Electronics,8297
Health,3049
Electronics,4326
Electronics,2197
Clothing,12780
Books,9307
Clothing,12238
Books,14883
Clothing,7231
Books,15707
Food,4492
Food,13959
Beauty,18287
Health,4521
Food,4854
Electronics,14736
Clothing,7178
Books,16776
Beauty,11153
Electronics,10687
Home,2341
Electronics,6361
Food,7792
Food,8410
Clothing,13611
Electronics,5277
Food,15043
Health,11807
Home,15981
Food,10786
Books,13432
Food,14866
Electronics,11154
Electronics,10219
Electronics,18189
Electronics,12991
Electronics,5091
Clothing,6656
Electronics,13523
Food,17945
Food,16123
Electronics,15764
Electronics,13558
Clothing,5068
Clothing,4830
Electronics,12507
Home,5514
Food,7948
Books,12962
Clothing,4508
Home,8076
Books,5081
Health,13838
Electronics,8195
Beauty,4469
Health,17640
Clothing,10082
Electronics,4634
Health,16497
Home,17237
Clothing,14676
Health,3596
Books,8212
Home,13462
Food,10394
Health,6323
Beauty,16065
Electronics,15091
Beauty,16930
Health,7057
Health,4892
Books,2651
Electronics,15925
Health,1477
Clothing,16915
Food,14041
Food,14655
Food,9861
Home,2928
Electronics,16469
Books,13112
Books,4615
Clothing,10920
Health,10618
Food,13421
Clothing,16413
Books,8548
Clothing,14191
Electronics,9926
Electronics,3466
Electronics,2007
Beauty,8834
Electronics,6573
Electronics,5702
Clothing,19454
Beauty,3162
Food,6078
Clothing,2180
Books,4749
Electronics,14660
Books,14728
Electronics,15934
Books,3187
Food,5455
Electronics,9817
Clothing,13637
Books,13496
Clothing,6147
Electronics,14780
Food,8864
Electronics,14309
Electronics,4222
Clothing,16738
Electronics,14126
Books,11286
Clothing,6277
Food,1255
Home,15073
Food,17511
Books,13375
Food,10100
Electronics,2645
Electronics,10693
Home,14907
Health,9104
Home,16397
Food,12157
Food,15263
Clothing,9014
Beauty,9169
Clothing,12114
Electronics,14588
Electronics,11954
Clothing,16207
Electronics,1951
Electronics,6252
Beauty,7742
Clothing,6170
Clothing,10190
Food,9384
Books,6765
Health,11245
Electronics,10876
Electronics,13853
Electronics,20430
Beauty,8139
Books,3350
Electronics,12902
Books,3875
Books,17420
Books,11765
Electronics,9255
Food,4388
Clothing,5650
Electronics,11858
Books,11600
Beauty,3702
Clothing,14744
Beauty,7657
Health,10024
Clothing,13609
Electronics,20970
Clothing,13262
Books,5428
Clothing,15202
Food,10505
Electronics,6569
Electronics,14217
Electronics,16739
Clothing,1599
Food,4100
Books,13611
Health,4225
Health,17880
Electronics,5135
Food,7748
Electronics,8313
Electronics,13198
Health,12428
Electronics,5809
Electronics,5834
Food,4235
Clothing,11353
Food,3145
Books,17059
Electronics,11870
Books,16209
Electronics,9255
